Protein,Layer
Q9NRI7,14
Q9NRX4,10
Q9NUC0,11
Q9NXH3,12
Q9NYD6,8
Q9NZ20,10
Q9NZJ7,9
Q9P246,7
Q9P2F9,5
Q9UBP4,21
Q9UFE4,11
Q9UGL9,12
Q9UJY1,10
Q9UK23,7
Q9UKA4,11
Q9UQ26,10
Q9Y3C1,10
Q9Y3Y2,14
Q9Y5I0,10
Q9Y5S2,6
Q9Y6F1,14
A0A075B734,10
A0A1W2PRS3,10
A0A5B7,10
A4D1S5,10
A6NGC4,10
A6QL63,10
A8K979,10
B6A8C7,10
O14525,10
O14981,5
O15060,10
O43293,6
O75541,2
O75665,10
O76093,10
O95567,14
P04435,10
P05026,10
P07108,11
P09936,16
P0C7N8,10
P0DI81,14
P0DMW5,14
P0DTE2,10
P12755,11
P20648,6
P23458,6
P26678,32
P40818,10
P48200,11
P48436,11
P50219,8
P56199,10
P78364,11
Q03468,10
Q13751,10
Q15746,6
Q16610,18
Q2NL67,10
Q504Y3,10
Q53GS7,10
Q53TN4,11
Q58WW2,10
Q5JRV8,11
Q5T013,7
Q5T2D3,10
Q5T447,16
Q5T655,11
Q63HK3,11
Q6A1A2,6
Q6P9F7,10
Q6UXD5,10
Q6VY07,10
Q6ZSS7,10
Q70EL1,16
Q70IA8,10
Q7L211,6
Q7Z4T9,10
Q7Z7L9,16
Q86VW2,10
Q86WC4,10
Q8IWZ8,10
Q8IXP5,11
Q8IZ41,5
Q8N972,5
Q8N9E0,14
Q8NC51,13
Q8NCU8,11
Q8NGD5,10
Q8TBK6,10
Q8TEV9,10
Q8WYH8,11
Q92985,11
Q969S8,10
Q96FB5,10
Q96PN6,5
Q96Q45,11
Q99518,10
Q99547,16
Q99676,16
Q99814,10
Q9BRK0,9
Q9BSR8,11
Q9BWT1,10
Q9BXJ4,10
Q9BYU1,8
Q9BZE0,6
Q9C0H9,11
Q9H0I3,11
Q9H477,11
Q9NX36,10
Q9NZK5,12
Q9UBG3,9
Q9UBN1,9
Q9UJG1,9
Q9UJV9,6
Q9ULT6,10
Q9UPQ8,16
Q9Y2L9,10
Q9Y376,10
A0A075B6X0,20
A0A075B6X4,17
A6H8Y1,13
C9JBD0,10
C9JTQ0,8
O00232,9
O00499,11
O60613,10
O60911,6
O75817,10
O76081,10
O94782,8
O95149,12
O95372,10
P01148,14
P01562,10
P08686,11
P0C0L4,6
P13747,10
P14543,10
P15812,10
P20645,10
P20674,11
P26368,10
P28340,10
P35247,10
P35348,10
P48751,10
P49758,10
P51808,10
P54198,10
P57737,16
P59942,13
P60507,11
P60568,13
P82650,10
Q01453,9
Q04721,16
Q05469,10
Q13098,10
Q13422,6
Q13424,8
Q13432,10
Q14656,11
Q149N8,6
Q14D33,8
Q15126,10
Q15554,9
Q16555,10
Q16773,10
Q2M3G4,16
Q2WGN9,10
Q3SXM0,5
Q58DX5,10
Q5T0F9,10
Q5TC84,10
Q5W0N0,10
Q69YQ0,10
Q6IS24,11
Q6PIY7,16
Q6UX46,10
Q6UXV3,14
Q6XYQ8,10
Q75V66,13
Q7Z602,10
Q86TP1,10
Q8IZP6,10
Q8N2X6,14
Q8N998,2
Q8N9L9,10
Q8TBB6,10
Q8TCZ7,12
Q8WTP8,10
Q92904,10
Q969H0,9
Q96EX1,11
Q96JG8,10
Q96PK6,10
Q96SN8,25
Q9BRG2,10
Q9BTL4,11
Q9BV90,10
Q9BXG8,11
Q9BYT1,10
Q9H0F6,10
Q9H5I5,10
Q9HAB8,10
Q9HCM4,10
Q9NP56,10
Q9NQV6,22
Q9NRA0,10
Q9NRN5,13
Q9NVJ2,7
Q9NZI5,10
Q9UKS7,6
Q9UPN6,10
Q9Y2E8,16
Q9Y566,6
Q9Y5K8,17
Q9Y605,31
A0A075B6W7,17
A0A1B0GTR0,16
A0A1W2PPE3,14
A1IGU5,11
A2RU37,12
A6NDX4,14
A6NHS1,10
A8MT66,16
A8MUI8,9
A8MUN3,29
A8MWP4,14
B1ANH7,29
C9JQL5,11
O00230,10
O00442,11
O43768,10
O60266,9
O60774,10
O75509,10
O95754,10
P00450,10
P01854,10
P08567,10
P10619,10
P10635,10
P11310,6
P11474,10
P12259,10
P15813,10
P25067,10
P38405,10
P42330,10
P48736,8
P49335,8
P55259,10
P57071,22
P63133,9
P78368,9
P82914,10
Q13796,6
Q14264,10
Q14442,10
Q14990,10
Q16206,10
Q16620,6
Q16651,10
Q16674,9
Q32ZL2,10
Q5DT21,9
Q5EB52,10
Q5JT82,8
Q5QJ74,11
Q5VV11,14
Q5VV43,10
Q6NYC8,11
Q6ZRU5,14
Q6ZS46,29
Q6ZSR3,27
Q6ZSR9,11
Q6ZTK2,19
Q6ZVX9,10
Q86TA4,14
Q86UB9,9
Q86VP1,10
Q86X52,10
Q86XN8,10
Q8IX04,10
Q8IYD1,5
Q8N165,6
Q8N2B8,14
Q8N365,14
Q8N987,10
Q8N9H8,15
Q8NA96,2
Q8NBR9,29
Q8NGZ2,10
Q8TF61,9
Q8WZ55,11
Q96BD8,10
Q96LI6,10
Q96M83,11
Q96MT0,14
Q96QR1,21
Q99735,11
Q9BRT8,10
Q9GZS9,10
Q9H706,12
Q9H9Q2,11
Q9H9T3,10
Q9NQW6,10
Q9NV39,14
Q9NWS0,10
Q9UPV0,10
Q9UQ35,10
Q9Y3C5,9
Q9Y448,11
Q9Y4C4,10
Q9Y5V3,10
Q9Y6F8,10
Q9Y6G3,10
A0A0A0MT76,24
A0A1B0GVH6,21
A0A1W2PR75,10
A6NED2,8
A8MV81,19
B3EWF7,21
E9PQX1,26
O00482,10
O14791,11
O15069,11
O15297,10
O43364,8
O43593,8
O43708,10
O60504,8
O60609,10
O75420,10
O95897,13
P00533,6
P01825,10
P04040,12
P0C0P6,21
P0DL12,14
P0DPF7,10
P17980,10
P22001,14
P29373,13
P35590,6
P47756,10
P48382,10
P51522,5
P51580,7
P52907,10
P55017,10
P55317,10
P56645,11
P56696,10
P56880,9
P58418,11
P58743,9
P60331,2
P62328,24
P68871,16
P78383,11
P78410,10
P80365,10
Q03014,8
Q08380,10
Q11206,10
Q12849,10
Q12857,11
Q13625,10
Q15424,10
Q504Q3,16
Q5T653,10
Q5TD94,9
Q5TI25,11
Q5VT52,10
Q5VXU3,11
Q5VYS8,10
Q629K1,11
Q68CZ6,14
Q6UXS0,10
Q76G19,6
Q86UC2,10
Q8IUC6,10
Q8IXA5,10
Q8IXM7,10
Q8N3P4,10
Q8N4L4,11
Q8N6M3,14
Q8NEA5,10
Q8NEE6,9
Q8NEX5,10
Q8NEY8,13
Q8TDD1,6
Q92670,10
Q96A56,11
Q96A83,10
Q96AN5,11
Q96CG8,14
Q96GY0,11
Q96K78,9
Q96M89,10
Q99643,11
Q99742,10
Q9BR01,10
Q9BUK6,10
Q9H019,11
Q9H1E3,20
Q9H2C2,10
Q9NPC6,11
Q9NYH9,11
Q9P2C4,10
Q9UHD2,6
Q9UHW5,10
Q9UKL6,16
Q9ULI1,5
Q9UQQ2,10
Q9Y222,10
A0A087WWU0,12
A0A0B4J1V1,10
A0A1B0GU33,11
A5X5Y0,10
A6NDY0,10
A6NGN4,10
A6NK58,10
B4DH59,11
F8W0I5,10
O00221,11
O15151,10
O15522,8
O60671,10
O75381,11
O75841,10
O75882,10
O75915,11
O95259,11
O95279,10
O96017,6
P08637,10
P0DTW1,10
P12074,10
P14151,10
P14784,10
P14921,10
P15515,21
P17787,10
P23515,11
P31025,13
P31150,12
P49841,6
P52747,2
P59536,10
P59666,16
Q0D2K3,12
Q13283,10
Q14690,10
Q14D04,9
Q15628,10
Q16048,6
Q16537,10
Q3B7I2,10
Q5T601,9
Q63HQ0,14
Q6DKJ4,10
Q6NUJ2,6
Q6U7Q0,6
Q6UXD1,28
Q6Y7W6,11
Q6ZQY2,8
Q70CQ3,8
Q7Z6M2,9
Q86WI3,5
Q86XN7,10
Q8IUQ4,10
Q8IZA3,10
Q8N1W1,10
Q8N6R1,22
Q8N6Y2,15
Q8NFW1,10
Q8NGJ3,10
Q8WVP5,28
Q8WY91,13
Q8WYA0,14
Q92696,10
Q96FC9,6
Q96I34,6
Q96I76,10
Q96LM6,10
Q96NG3,6
Q96SB3,8
Q99460,11
Q99541,10
Q9BQ16,10
Q9BRF8,10
Q9BVI0,10
Q9BVV2,11
Q9BWM5,5
Q9BZR8,12
Q9GZQ3,13
Q9H1D9,10
Q9H1H1,8
Q9H204,10
Q9H267,10
Q9H2J7,11
Q9NUQ8,10
Q9NW13,10
Q9P0M4,10
Q9P2M4,10
Q9P2Q2,10
Q9UBU6,16
Q9UHG0,10
Q9UJ70,10
Q9UK53,12
Q9UKP4,8
Q9UKX5,10
Q9UN19,10
Q9Y375,10
Q9Y3Z3,10
A0A0J9YY54,10
A0A1B0GUW7,15
A4FU49,8
A6NE01,13
A6NJY4,11
C9JLJ4,10
O00144,10
O14531,10
O14610,14
O14841,10
O15393,10
O43236,9
O60307,6
O75690,12
P01137,14
P04090,10
P10828,10
P17301,10
P18754,8
P23352,10
P31942,10
P32314,10
P37268,10
P42357,11
P43361,10
P48547,14
P51795,11
P51948,11
P53041,6
P55345,9
P56851,16
P57073,11
P60880,10
P63272,11
Q02952,20
Q04771,6
Q12879,10
Q14191,5
Q14209,10
Q15825,10
Q16825,10
Q32P51,10
Q3Y452,11
Q53GL0,10
Q58A44,2
Q5HYM0,10
Q5PSV4,10
Q5T1Q4,10
Q5T4F4,12
Q5TEC3,5
Q5TGI4,10
Q6IMI4,10
Q6NXP2,11
Q6PCE3,10
Q6ZRI8,16
Q6ZT52,10
Q86YB7,10
Q8IVS2,10
Q8IY82,10
Q8N149,10
Q8N3J2,10
Q8N3L3,17
Q8N720,6
Q8N807,10
Q8N8K9,11
Q8NA56,10
Q8NGL0,10
Q8TBZ5,16
Q8WWQ8,10
Q8WWY6,13
Q8WXF1,10
Q92886,10
Q93008,9
Q93033,6
Q93097,10
Q96G46,10
Q96HH9,10
Q96HS1,10
Q96MD2,11
Q96P70,11
Q96RI9,10
Q96SE0,10
Q99748,10
Q9BTE6,10
Q9BXR5,16
Q9BZJ6,10
Q9BZQ6,10
Q9H3K2,11
Q9H898,10
Q9HCN6,10
Q9NZE8,10
Q9P243,5
Q9UBF8,9
Q9UDY4,12
Q9UKQ2,8
Q9ULK5,11
Q9UPP1,10
Q9Y241,24
Q9Y6D0,11
A0A0C4DH28,10
A1L1A6,6
A4FU69,7
A6NER3,10
A6NGG3,14
O00151,10
O14879,6
O14960,11
O15503,14
O43184,8
O94993,11
O95070,11
O95810,17
O95905,11
O96028,10
P01374,10
P07199,10
P08319,10
P0DP04,10
P10321,10
P15622,5
P15814,10
P23470,14
P24522,10
P42766,14
P48645,10
P55008,10
P55347,8
P61966,14
Q02045,10
Q02383,24
Q05655,6
Q13136,16
Q13561,11
Q14728,10
Q14814,14
Q15024,11
Q15527,10
Q16819,10
Q16822,9
Q1ZYL8,11
Q32MK0,6
Q3LIE5,10
Q5K4E3,10
Q5SQS8,2
Q5VYX0,12
Q5XG87,10
Q6DD88,11
Q6IAN0,10
Q6P2I3,10
Q6UWT2,14
Q6VEQ5,11
Q6YL49,14
Q71F23,11
Q7LFX5,8
Q86W28,5
Q86WV1,10
Q86YP4,11
Q8IVC4,6
Q8N5W9,11
Q8N7H1,14
Q8N9Z2,5
Q8NGE5,10
Q8NGR2,10
Q8NHY2,11
Q8TBE7,10
Q8TDD2,8
Q8WUH2,10
Q8WVQ1,11
Q96A46,10
Q96A99,10
Q96AG4,6
Q96GF1,8
Q96PR1,19
Q9BR11,10
Q9BRQ6,10
Q9BSG1,6
Q9BXI3,10
Q9BXL7,10
Q9GZW5,10
Q9H6K1,10
Q9H6R0,14
Q9H799,11
Q9H7X7,7
Q9NQR7,9
Q9NQX3,10
Q9NV79,10
Q9NWN3,9
Q9NX95,11
Q9UJW9,11
Q9UJY4,10
Q9ULI4,8
Q9UMN6,13
Q9Y247,10
Q9Y285,11
Q9Y2A7,11
Q9Y543,14
Q9Y581,10
Q9Y620,10
A0A0B4J1U3,10
A0A1W2PPL8,10
A0A3B3IU63,10
A0A5B6,10
A1L168,16
B3KNS4,14
O60240,11
O75663,14
P02724,32
P06681,10
P07101,10
P09619,6
P0CI26,16
P0DI80,31
P0DO92,14
P10826,10
P21583,11
P23921,10
P31941,10
P41597,10
P49913,10
P81605,21
Q02818,10
Q03519,10
Q05DH4,10
Q07817,10
Q08499,10
Q13469,10
Q13794,28
Q14938,16
Q14C86,9
Q15120,10
Q16653,10
Q17RD7,10
Q3KNS6,6
Q3SY69,10
Q4G0M1,10
Q5F1R6,14
Q5H9K5,10
Q5TAH2,15
Q5TEZ4,20
Q5VUJ6,10
Q6IQ16,10
Q6NW40,10
Q6UWM9,10
Q6ZMM2,9
Q6ZNG9,10
Q6ZSG1,9
Q7RTU7,10
Q8IWW8,11
Q8IZV2,12
Q8N119,10
Q8N4Y2,7
Q8NBU5,10
Q8NDV1,10
Q8NDW8,11
Q8NGT1,10
Q8NGX8,10
Q8TDC0,10
Q8TDU5,10
Q8TEU7,10
Q8WU68,10
Q8WUH1,2
Q8WZ82,10
Q8WZA0,10
Q96F24,11
Q96H86,6
Q96NA8,10
Q96PV4,11
Q96QD5,11
Q96RD9,10
Q96S65,11
Q99417,10
Q9BUY5,6
Q9BZZ5,11
Q9C0A0,10
Q9H095,9
Q9H116,10
Q9H2A3,10
Q9H2X9,10
Q9H5K3,6
Q9H6A9,16
Q9H8W3,14
Q9H9Y6,14
Q9NTM9,7
Q9NU39,10
Q9NUG6,12
Q9NVU7,11
Q9P1W3,10
Q9P215,10
Q9UBN4,10
Q9UBU8,11
Q9UHP3,10
Q9UM01,10
Q9UPM9,10
Q9Y238,10
Q9Y2K1,14
Q9Y330,10
Q9Y5S8,6
Q9Y5U9,11
A0A075B6U4,10
A0A1W2PRE2,14
A4D2H0,28
A6NDH6,10
A6NNH2,10
K7EJ46,26
O15270,6
O60522,10
O76014,10
O95750,10
P07864,10
P09884,10
P0C7P2,28
P0C870,10
P0DPA2,10
P10398,6
P10827,10
P11245,11
P16455,10
P17931,10
P20231,10
P21695,10
P29275,10
P32856,10
P43155,16
P46091,10
P46721,10
P49959,10
P51572,11
P51786,16
P52294,10
P55157,11
P62070,10
P62241,14
Q01449,10
Q03188,17
Q06830,10
Q13705,6
Q15800,10
Q16665,10
Q2I0M4,11
Q3LI64,20
Q5SQI0,9
Q5T0J7,2
Q5T1B0,11
Q5T754,12
Q5W041,11
Q68BL7,13
Q68DA7,10
Q68G75,11
Q6GMR7,10
Q6P6B1,14
Q6PH85,10
Q7KZN9,11
Q7RTY8,10
Q7Z7G2,11
Q86VB7,10
Q86VY4,10
Q8IX03,10
Q8IZ57,11
Q8N2I9,6
Q8N349,10
Q8N4E7,10
Q8N5J4,10
Q8N7K0,15
Q8NG95,10
Q8NG99,10
Q8NGZ6,10
Q8TBB1,8
Q8TD31,2
Q8TF71,10
Q92609,11
Q92847,10
Q92902,10
Q96B96,10
Q96CW6,14
Q96GJ1,10
Q96II8,10
Q96MR7,20
Q96SC8,11
Q9BRU9,10
Q9BT30,10
Q9BYJ1,14
Q9BZM6,10
Q9GZZ1,9
Q9H2S1,10
Q9NQ86,16
Q9NRM2,11
Q9NRX1,10
Q9P003,10
Q9P2R7,10
Q9UBW8,11
Q9UNE2,10
Q9UPT5,16
Q9UQK1,10
Q9Y2R2,14
Q9Y3C8,10
Q9Y5L0,11
Q9Y6I9,10
Q9Y6W5,14
A0A024RBG1,10
A0A075B6P5,10
A0A1B0GUA5,13
A0A494C086,11
A1L3X0,16
A2A368,10
A2RUQ5,23
F8WFD2,20
O00141,6
O43921,10
O75496,11
P02794,10
P03905,11
P06746,10
P07339,10
P0C1H6,10
P0C874,10
P0DJD4,9
P10109,11
P15151,10
P17480,16
P18074,6
P18887,10
P22310,10
P23582,10
P23634,6
P23769,10
P24310,10
P28476,10
P31751,6
P32926,10
P35221,11
P35462,10
P35611,10
P36959,11
P42858,9
P48556,12
P49798,10
P50402,11
P51685,10
P53708,10
P60368,2
P68106,9
P68133,10
P78337,10
P78382,10
P98174,10
Q00975,6
Q08AH3,6
Q0VDF9,10
Q12934,28
Q13106,5
Q14678,6
Q14896,6
Q2M2E3,9
Q2M2I5,10
Q4G0S7,11
Q4KMZ1,9
Q4W5G0,10
Q53S99,14
Q5VZM2,10
Q6L8G9,12
Q6P1Q0,16
Q6PF04,6
Q6UB99,19
Q6UW68,11
Q6ZXV5,11
Q86T03,10
Q86UQ5,29
Q8IZ07,10
Q8IZF2,9
Q8N7R1,14
Q8N7S6,14
Q8N7U6,7
Q8N8V4,10
Q8NBF6,10
Q8NEN0,10
Q8TC99,10
Q92982,10
Q96MC5,10
Q96P47,10
Q96PE7,10
Q96Q42,16
Q96RE9,5
Q96RS0,6
Q96SD1,10
Q96SF2,10
Q96T75,13
Q99966,15
Q9C009,10
Q9C019,16
Q9GZR5,16
Q9H112,10
Q9H8W2,14
Q9HAP2,14
Q9HC77,11
Q9NQG5,10
Q9NTU7,10
Q9UPZ3,10
A0A075B6S9,10
A0A8I5KYW3,2
A6NKK0,10
A8MTZ0,11
C9JQI7,28
E2RYF6,11
E9PKD4,16
O14777,14
O15078,19
O15446,14
O43566,10
O43613,10
O60543,12
O60706,10
O60811,10
O75074,14
O75503,16
O95214,10
P00740,10
P02647,2
P08397,10
P0C2W7,12
P0C7Q5,10
P0CJ85,8
P0DN86,10
P10914,11
P18428,11
P20718,10
P25054,6
P25063,21
P26572,10
P50226,10
P51636,11
P57789,10
P58505,10
P58546,6
P59052,11
P63146,10
Q08629,10
Q08ER8,5
Q14003,14
Q14116,10
Q14686,10
Q15046,10
Q15185,10
Q16566,6
Q2M1P5,8
Q2VY69,5
Q3SYA9,11
Q495C1,20
Q53T94,10
Q5TG30,10
Q5VZ66,32
Q68DW6,29
Q6IPX3,2
Q6ISU1,10
Q6NVU6,14
Q6P5W5,10
Q6UXZ0,10
Q7Z392,11
Q7Z4H8,10
Q7Z7B0,11
Q86VM9,10
Q8IW70,11
Q8N6G5,10
Q8N9Z0,5
Q8NGR4,10
Q8TAZ6,10
Q8TEW8,8
Q8WZ69,12
Q969J5,10
Q96AW1,14
Q96G27,14
Q96K75,16
Q96M27,10
Q96N22,16
Q96P88,10
Q96RP8,14
Q99700,10
Q9BSK1,12
Q9BVT8,11
Q9BXA9,8
Q9BYV7,10
Q9BZS1,10
Q9GZN0,10
Q9H2C8,10
Q9H4M3,14
Q9HBR0,11
Q9HBX3,12
Q9NQY0,10
Q9NRG4,12
Q9NRJ4,11
Q9NRW3,10
Q9NX58,11
Q9NX78,16
Q9UBK8,11
Q9UJA9,8
Q9UKN8,9
Q9UM22,14
Q9Y5X9,10
A0A087X1C5,10
A0A0B4J1T7,10
A0A0C4DH72,10
A0A140TA62,11
A0A2R9YJI8,10
A0A5F9ZGZ6,27
A0A8V8TNB9,21
A0A9L9PXP3,0
A0AVI4,10
A4QPH2,9
A6NNL5,31
E7ERA6,11
E9PQR5,14
G2XKQ0,12
O15055,11
O15066,8
O15178,10
O43172,12
O43464,10
O43861,10
O75818,14
O95155,11
O95429,11
P02100,16
P02788,10
P07360,10
P08620,10
P0CG41,28
P0DMB1,21
P0DP42,9
P12525,10
P14635,11
P15260,10
P23443,6
P26842,10
P28070,10
P29372,12
P32189,10
P39687,6
P49840,6
P51825,14
P59543,10
Q00534,6
Q02078,14
Q14738,10
Q15170,11
Q15546,10
Q15562,10
Q16181,9
Q16719,6
Q49MG5,11
Q5T2E6,10
Q68DK2,9
Q69YU5,10
Q69YZ2,11
Q6NXR4,11
Q6UW32,12
Q7Z7J7,9
Q7Z7J9,14
Q86VP6,9
Q86WB0,10
Q8IUH5,10
Q8IW00,6
Q8IWL8,14
Q8N4L8,22
Q8N6Q3,10
Q8NGH8,10
Q8NHY0,10
Q92576,10
Q92643,10
Q92806,14
Q969P0,6
Q96DA6,12
Q96S96,10
Q96SQ7,10
Q99650,10
Q9BRK5,10
Q9BRQ8,10
Q9BTE1,12
Q9BUG6,11
Q9BZ98,10
Q9C073,14
Q9H205,10
Q9H244,10
Q9H2C0,10
Q9H306,6
Q9H9A7,11
Q9NRI6,15
Q9NVD3,13
Q9NVD7,10
Q9NZQ7,10
Q9P267,10
Q9UK10,5
Q9UL63,10
Q9UMR7,10
Q9UNN8,14
Q9Y2K6,10
Q9Y388,10
Q9Y3D8,10
Q9Y546,12
A0A075B6V9,14
A0A075B7F0,10
A0A0C4DH69,10
A0A0K0K1B3,10
A2RTY3,11
A6NIM6,10
A6PVL3,11
A7E2F4,21
A8MV24,13
I1YAP6,14
O14490,11
O14503,11
O43823,8
O43918,10
O60216,10
O60241,9
O60870,10
O75339,16
O75344,11
O75379,11
O95255,14
P00374,10
P01703,10
P02775,10
P09668,6
P0C1Z6,11
P0C7N4,29
P0C7X2,6
P0DUD2,11
P13378,8
P22033,10
P32927,10
P35080,10
P35858,11
P41226,10
P43250,6
P43365,10
P48775,14
P49427,10
P52738,5
P56180,6
P78348,10
Q00403,10
Q02509,16
Q02750,6
Q07869,10
Q13029,22
Q13686,10
Q14008,9
Q14146,10
Q14644,10
Q15431,28
Q16619,12
Q3MIX3,10
Q5D862,9
Q5SXH7,10
Q5T848,10
Q5VWM3,10
Q6E213,10
Q6T311,10
Q6WBX8,11
Q6ZMR3,10
Q6ZT77,6
Q6ZWK6,10
Q86UL8,8
Q86UX7,10
Q86YI8,10
Q8IXU6,10
Q8NB66,10
Q8NBR0,10
Q8NEU8,10
Q8NFA0,8
Q8NHM4,10
Q8TAK5,6
Q8WUS8,11
Q8WWH5,10
Q92558,14
Q96BS2,7
Q96MD7,10
Q9BRD0,10
Q9BSK4,11
Q9BXV9,11
Q9BY49,6
Q9C030,16
Q9H9R9,14
Q9HBL7,9
Q9NNX1,21
Q9NQG1,30
Q9NR82,9
Q9NRR5,11
Q9NXR7,10
Q9UBP6,10
Q9UBR4,10
Q9UGM5,10
Q9UJW8,16
Q9Y2P8,11
Q9Y575,11
Q9Y5W7,10
Q9Y6H1,10
Q9Y6M0,10
A0A075B708,14
A0A1B0GVY2,27
A0A286YF60,12
A0A494C030,11
A6BM72,12
A6NM10,10
A6NND4,10
A8MTA8,12
O00519,10
O75581,10
O95416,11
O95500,9
P02652,26
P03952,10
P04211,10
P05107,10
P08709,10
P11229,10
P13284,10
P20594,6
P29536,6
P35998,10
P40616,10
P41732,10
P49768,11
P49770,10
P50135,10
P62341,10
P78357,10
P78396,11
Q00987,10
Q13363,6
Q13542,14
Q14157,21
Q14CM0,10
Q16280,16
Q16512,6
Q16558,12
Q32P44,10
Q499Z4,5
Q5H9E4,12
Q5VX71,10
Q5VZ18,10
Q6DHV7,12
Q6IF42,10
Q6NSI8,10
Q6P4A8,10
Q6P4F7,10
Q6PD62,26
Q6UY09,6
Q6ZNC8,16
Q6ZP65,26
Q7Z3E2,11
Q7Z406,9
Q86TY3,2
Q86TZ1,6
Q86Y07,9
Q86YR5,6
Q8IVF7,10
Q8IVL6,9
Q8IWF7,10
Q8N743,10
Q8NGD1,10
Q8TDM0,10
Q8WTV0,10
Q8WWV6,10
Q92611,10
Q96BT3,11
Q96DB2,10
Q96F10,9
Q96H35,10
Q96J94,10
Q96M91,13
Q96RI8,10
Q99439,10
Q99627,12
Q9BT22,10
Q9BZ23,14
Q9H0B8,9
Q9H169,10
Q9H227,10
Q9H3Y0,10
Q9H4E5,10
Q9H4K1,11
Q9H5J8,10
Q9HBI0,10
Q9HBY0,6
Q9HCC9,11
Q9NS69,10
Q9NUN5,11
Q9NWZ8,11
Q9NZ32,10
Q9P016,12
Q9P086,10
Q9UK99,10
Q9UKB5,14
Q9ULH7,10
Q9UPC5,10
Q9Y234,13
Q9Y291,31
A0A087WSY6,10
A0A0A0MS14,10
A0A2R8Y4L6,10
A0A494C0Y3,2
A0A8I5QKQ9,14
A0N4Z3,17
A1L167,10
A6NCF5,10
A6NH57,10
C9JSJ3,8
O14594,10
O15394,10
O60637,10
O60936,16
O75167,11
O75391,10
O75954,10
O94901,11
P00367,10
P05413,13
P07203,10
P15735,6
P21673,9
P21860,6
P22670,14
P28749,11
P30043,10
P49711,5
P49915,12
P56915,8
P62995,10
P84095,10
Q0VFZ6,14
Q12872,10
Q12893,10
Q13131,6
Q15406,10
Q15788,10
Q15811,7
Q16560,10
Q16739,10
Q16850,15
Q17R89,11
Q52LR7,14
Q5D1E8,10
Q5SZQ8,10
Q68D86,11
Q6P499,10
Q6PF06,10
Q6ZRF8,11
Q6ZVH7,11
Q7Z410,10
Q7Z5L9,10
Q86VF2,10
Q8IV08,10
Q8IVP9,6
Q8IW36,22
Q8N461,5
Q8NCY6,10
Q8NDB2,9
Q8NDZ2,10
Q8NFJ6,10
Q8NFW8,10
Q8TAD4,10
Q8TBM7,14
Q8WW01,13
Q8WXA8,10
Q96AZ1,10
Q96DX5,11
Q96E66,8
Q96K19,11
Q96L46,10
Q96M93,10
Q96MY7,9
Q96RN1,10
Q96SQ9,10
Q99612,8
Q99835,10
Q9BRU2,28
Q9BXJ1,10
Q9C037,16
Q9C056,8
Q9H0A0,8
Q9H4X1,11
Q9H5J4,10
Q9H8Y1,20
Q9HAZ1,6
Q9HBD1,10
Q9NQ38,9
Q9NRE1,10
Q9NT22,10
Q9NX70,14
Q9P1F3,10
Q9UBW7,11
Q9UHL0,5
Q9UHV9,12
Q9UJ99,10
Q9Y3Q8,11
Q9Y580,10
Q9Y6J0,9
A0A075B6Y2,17
A0A087WV62,10
A0A0A0MT87,17
A0A1B0GV96,14
A0A1B0GWH4,10
A0A539,10
A0JD36,10
A2RU49,9
A6NFY7,11
B2RXH4,10
H0UI37,12
O15439,10
O43692,10
O60404,10
O60813,10
O94907,10
O94986,16
O95985,9
P00739,10
P01242,10
P02545,10
P02585,10
P04000,10
P05000,10
P08476,14
P15884,11
P21359,17
P21926,10
P23760,8
P25021,10
P30519,11
P46439,16
P49184,10
P55058,10
P61225,10
Q00537,6
Q05BU3,20
Q12899,16
Q13185,10
Q13239,10
Q14508,20
Q14993,10
Q15075,10
Q15208,6
Q15486,18
Q16795,6
Q495M9,11
Q4G1C9,10
Q5BKT4,8
Q5FWF4,6
Q5JQD4,11
Q5R3K3,11
Q5T6C5,11
Q658Y4,10
Q69YN4,11
Q6DJT9,6
Q6GYQ0,16
Q6NXT6,10
Q6P1M0,6
Q6P656,10
Q6V1X1,8
Q7L9L4,10
Q7Z7A1,18
Q86U44,6
Q86V59,14
Q86VF7,20
Q8IUD6,10
Q8IVW8,10
Q8IYM2,10
Q8IZF0,10
Q8N6F8,10
Q8NBI5,10
Q8NGX1,10
Q8NI32,10
Q8TDP1,12
Q8TEW6,10
Q92508,10
Q92540,10
Q969X5,10
Q96CN9,16
Q96EC8,11
Q96GQ5,10
Q96PU5,16
Q96RD2,10
Q99549,11
Q9BVK8,11
Q9H999,14
Q9HB29,16
Q9NQW5,22
Q9NSI2,11
Q9NZM5,10
Q9P0L1,11
Q9P275,8
Q9P2W9,10
Q9UII6,10
Q9UMS5,10
Q9UQC9,10
Q9Y242,10
Q9Y2G7,19
Q9Y6C2,10
A4QN01,31
A8MUH7,8
A8MWL7,10
B7ZAQ6,11
O00429,9
O00767,10
O14520,10
O15013,10
O95402,11
P01112,10
P01241,10
P0CW20,10
P0CW27,16
P0DP73,10
P15104,10
P15976,10
P17535,11
P22059,10
P22612,6
P22749,11
P24462,11
P30305,10
P31644,10
P32249,10
P35354,11
P41594,10
P43489,9
P45985,6
P49682,10
P51659,9
P59540,10
P61289,10
P68036,10
P69849,10
Q03154,16
Q08ET2,10
Q13309,9
Q14703,10
Q14761,28
Q15643,16
Q16478,10
Q16543,14
Q16880,10
Q2TAK8,10
Q3KR37,10
Q56P42,16
